bikes_4100_14760_5.csvriga;nome attributo;valore da imputare;valore imputato
1924;mileage;63.0;?
1585;power;70.0;?
3086;mileage;30.0;?
1164;mileage;18.0;?
3713;owner;first;first
1141;mileage;40.0;?
3416;model_year;2017;2015
215;model;CT;?
3385;power;8.2;8.2
2730;location;delhi;?
1456;company;KTM;Hyosung
497;company;KTM;Harley-Davidson
4024;company;Royal-Enfield;Harley-Davidson
769;model_year;2019;2015
2235;owner;first;first
1698;model_year;2006;2016
1380;location;chandigarh;?
1167;company;Kawasaki;Hyosung
926;owner;second;first
1509;location;bangalore;?
2732;owner;first;first
2634;mileage;5.0;?
1414;kms_driven;30000;?
4099;model_year;2016;2016
3639;price;39200;?
1341;location;gurgaon;?
3599;power;19.8;?
698;owner;first;first
3568;kms_driven;18000;?
2924;model_year;2017;2020
3201;price;42000;?
3527;model_year;2008;?
946;location;pune;?
739;price;190000;?
2441;price;140000;?
859;owner;first;first
641;model;Glamour;?
1553;company;Royal-Enfield;?
3617;company;Royal-Enfield;Royal-Enfield
2291;model_year;2015;2015
1955;kms_driven;25181;?
2989;model_year;2018;2012
892;power;8.2;8.2
2251;owner;first;first
1453;model;Classic;?
2396;mileage;55.0;?
3200;location;noida;?
931;power;19.8;?
615;company;Royal-Enfield;Harley-Davidson
2014;mileage;65.0;?
274;power;19.8;?
712;location;patna;?
517;owner;second;first
1030;mileage;65.0;?
659;location;jaipur;?
1623;model_year;2006;?
49;kms_driven;23000;?
1394;mileage;42.0;?
140;company;Royal-Enfield;Royal-Enfield
3152;model;Splendor;?
2594;company;Suzuki;?
1360;owner;first;first
3615;company;Bajaj;?
2449;kms_driven;4900;?
2041;company;Harley-Davidson;Harley-Davidson
1254;company;Royal-Enfield;?
3568;model_year;2015;2010
2030;power;27.2;?
964;price;47000;?
3705;model;GT250R;?
2848;power;25.0;?
2665;company;Royal-Enfield;Royal-Enfield
833;price;162899;?
74;model_year;2017;2012
276;location;delhi;?
2975;kms_driven;10741;?
2069;company;Bajaj;Harley-Davidson
287;model;Thunderbird;?
2901;location;tiruvallur;?
3083;mileage;25.0;?
795;model_year;2017;2019
581;model;Avenger;?
1435;location;noida;?
1934;location;noida;?
402;model_year;2013;2017
1333;model;Gixxer;?
2785;power;33.0;?
2829;power;27.2;?
3210;kms_driven;29000;?
2464;owner;first;first
2868;mileage;40.0;?
112;power;19.0;?
1369;company;Bajaj;?
419;model;FZs;?
3833;model_year;2013;2015
1287;mileage;30.0;?
299;kms_driven;38121;?
3630;price;55000;?
571;location;mumbai;?
865;kms_driven;16000;?
3678;location;delhi;?
3931;model;V15;?
3505;power;47.0;?
2880;owner;first;first
581;power;14.3;?
3232;company;Bajaj;Harley-Davidson
1908;owner;second;first
173;power;27.2;?
306;owner;first;first
3734;company;Hero;?
1266;owner;first;first
314;kms_driven;12070;?
223;model_year;2012;2014
1973;company;Hero;?
1286;company;UM;Royal-Enfield
1459;power;42.3;47.0
2509;model;Thunderbird;?
4040;price;19000;?
1569;kms_driven;7000;?
3525;owner;first;first
2369;mileage;40.0;?
544;model;Thunderbird;?
299;location;pune;?
176;company;Bajaj;Harley-Davidson
655;company;Bajaj;KTM
3671;kms_driven;30091;?
363;kms_driven;22459;?
3952;kms_driven;2144;?
3792;mileage;35.0;?
862;mileage;35.0;?
1112;location;gurgaon;?
3926;location;delhi;?
2468;model;Thunderbird;?
1002;company;Bajaj;?
2768;power;24.2;?
2599;mileage;25.0;?
4021;company;Hero;Hero
706;company;Hero;?
525;kms_driven;13000;?
3477;kms_driven;55000;?
3448;model;Hunk;?
1101;owner;first;first
3374;location;faridabad;?
2549;kms_driven;20047;?
574;kms_driven;21100;?
839;mileage;35.0;?
2661;model;Thunderbird;?
1221;location;delhi;?
2298;price;330000;?
3232;price;85000;?
2498;owner;first;first
936;power;16.7;?
2729;kms_driven;9900;?
2559;mileage;25.0;?
3794;kms_driven;4189;?
3747;model_year;2017;?
1234;mileage;35.0;?
1063;price;230000;?
3786;owner;first;first
1657;owner;first;first
29;location;delhi;?
2977;owner;first;first
3057;company;Royal-Enfield;?
2258;kms_driven;14000;?
3052;kms_driven;18000;?
2770;model_year;2017;?
1418;price;85000;?
1451;owner;first;first
1256;location;mumbai;?
2516;price;18000;?
1514;model;Classic;?
3159;model;Apache;?
1249;price;60000;?
2604;kms_driven;4000;?
2486;company;Yamaha;?
3119;kms_driven;29000;?
2636;price;108000;?
2192;owner;first;first
3875;model;Sport;?
1265;power;16.7;?
3672;model_year;2016;?
1614;company;Bajaj;?
4014;location;delhi;?
219;kms_driven;48000;?
965;company;Honda;Royal-Enfield
2064;power;8.2;?
1210;model;Gixxer;?
1203;owner;first;first
3998;price;71151;?
3564;power;42.9;?
2814;power;19.8;?
1569;company;Royal-Enfield;?
3388;location;faridabad;?
105;model;RC;?
1223;power;27.2;?
3546;owner;first;first
523;mileage;40.0;?
1888;model;Continental;?
1727;owner;first;first
3190;location;chandigarh;?
214;company;Hero;?
943;power;24.6;?
963;owner;first;first
2209;model;Duke;?
3145;owner;first;first
3667;power;19.8;?
2017;price;90000;?
958;location;delhi;?
2129;location;mumbai;?
3094;power;21.0;?
2312;power;20.0;?
3234;power;24.8;?
4093;model;V15;?
892;model_year;2010;2014
3770;company;Bajaj;?
822;power;13.8;15.0
1148;kms_driven;30000;?
3977;kms_driven;30000;?
2349;owner;first;first
2726;price;170000;?
3787;mileage;40.0;?
1725;location;bangalore;?
1936;location;bangalore;?
44;model_year;2010;?
250;company;Bajaj;Harley-Davidson
3340;model;Classic;?
3404;power;19.8;25.1
2206;price;16300;?
2371;price;35000;?
422;mileage;40.0;?
1659;location;delhi;?
1434;company;Royal-Enfield;Harley-Davidson
3203;location;gurgaon;?
143;kms_driven;15000;?
1115;company;Royal-Enfield;Royal-Enfield
3942;owner;first;first
3557;model_year;2014;2018
3163;model_year;2015;?
2058;company;Royal-Enfield;Royal-Enfield
1032;location;delhi;?
3981;model_year;2014;2018
2697;model_year;2013;?
659;price;46000;?
1913;power;14.0;8.17
2791;power;15.0;?
3378;mileage;35.0;?
1267;model_year;2015;2017
491;mileage;53.0;?
285;company;UM;Royal-Enfield
705;kms_driven;22800;?
1329;model_year;2018;?
3624;location;gurgaon;?
1486;power;14.0;?
2257;model;Hunk;?
3125;kms_driven;9000;?
1334;price;96800;?
2797;location;hyderabad;?
2651;model;Street;?
3216;model;CB;?
3303;location;bangalore;?
459;mileage;35.0;?
1027;model_year;2020;?
1314;power;77.0;?
958;mileage;20.0;?
2992;price;30000;?
982;owner;first;first
681;owner;second;first
560;owner;first;first
458;company;KTM;Royal-Enfield
2927;model_year;2017;2020
2966;power;25.1;?
1825;model;Classic;?
2678;location;delhi;?
951;mileage;20.0;?
1326;model;RC;?
2241;model;Pulsar;?
3344;price;49500;?
1597;kms_driven;7900;?
641;price;60000;?
3949;price;45000;?
968;model;Classic;?
3768;model;YZF-R15;?
3576;mileage;42.0;?
581;model_year;2017;?
3313;mileage;26.0;?
1855;price;58267;?
1624;company;Yamaha;Harley-Davidson
1544;price;197125;?
204;model;Thunderbird;?
656;owner;first;first
1290;mileage;40.0;?
3049;company;Hero;?
2923;model_year;2014;?
1027;price;68000;?
1904;mileage;38.0;?
3811;mileage;32.0;?
1595;kms_driven;41000;?
2613;kms_driven;18000;?
3676;kms_driven;16500;?
3107;model;Passion;?
3686;location;mumbai;?
1181;company;Royal-Enfield;?
2631;owner;first;first
4025;owner;first;first
1749;company;Bajaj;Hero
3889;mileage;45.0;?
3315;kms_driven;3000;?
2634;kms_driven;18000;?
2486;power;20.3;?
26;owner;first;first
3434;price;82000;?
2681;company;KTM;Harley-Davidson
655;location;howrah;?
2538;model_year;2015;2016
638;location;hyderabad;?
469;location;coimbatore;?
3379;kms_driven;44507;?
2872;kms_driven;20000;?
2877;price;68000;?
2218;company;KTM;Harley-Davidson
3522;model;RC;?
2693;mileage;35.0;?
2317;location;ahmedabad;?
3146;company;KTM;Royal-Enfield
3327;power;19.8;?
1050;owner;first;first
3652;owner;first;first
2791;mileage;65.0;?
1255;price;133100;?
2812;kms_driven;8400;?
2514;owner;first;first
330;company;Royal-Enfield;Royal-Enfield
507;power;19.8;?
715;company;Royal-Enfield;Royal-Enfield
1841;company;Bajaj;Harley-Davidson
2755;mileage;32.0;?
1691;kms_driven;24745;?
707;company;Hero;?
755;model_year;2017;?
3956;mileage;42.0;?
3715;mileage;26.0;?
3506;model_year;2015;?
661;kms_driven;49000;?
957;mileage;35.0;?
1905;model;Avenger;?
3269;model_year;2011;2019
3116;price;35000;?
1956;price;99000;?
2365;owner;first;first
4019;model_year;2005;?
3671;location;delhi;?
1683;power;27.2;?
239;company;Royal-Enfield;Harley-Davidson
1066;model_year;2014;?
556;model;Avenger;?
1722;owner;first;first
156;location;ahmedabad;?
264;model;Pulsar;?
3684;model;Thunderbird;?
871;mileage;40.0;?
1054;model_year;2015;2016
2130;location;howrah;?
1588;model_year;2017;2021
1920;company;Suzuki;Royal-Enfield
2030;mileage;35.0;?
2348;location;kolkata;?
3379;price;59000;?
1965;owner;first;first
2057;kms_driven;10000;?
1739;kms_driven;17550;?
1166;owner;first;first
5;company;Bajaj;Royal-Enfield
296;company;Bajaj;Royal-Enfield
1720;power;11.8;?
1150;mileage;25.0;?
3417;price;40000;?
2878;power;8.2;?
1565;price;525000;?
1201;mileage;55.0;?
2223;company;Honda;Harley-Davidson
2571;model;V15;?
458;owner;first;first
562;company;KTM;KTM
3052;model;Thunderbird;?
155;price;54000;?
1478;owner;first;first
3615;kms_driven;8000;?
2342;company;KTM;?
1632;company;Suzuki;Harley-Davidson
3722;owner;first;first
1238;price;84400;?
4099;model;V15;?
3253;owner;first;first
5;owner;first;first
2018;mileage;40.0;?
483;location;kolkata;?
3133;company;Yamaha;Royal-Enfield
1787;company;Kawasaki;Bajaj
520;owner;first;first
258;mileage;65.0;?
3276;model;Thunderbird;?
3438;power;19.8;?
2999;company;Bajaj;?
286;location;delhi;?
4013;mileage;89.0;?
3000;owner;first;first
2503;owner;first;first
3897;mileage;55.0;?
3626;company;TVS;?
2002;owner;first;first
3658;price;169912;?
3524;price;100999;?
128;location;mumbai;?
3926;mileage;65.0;?
2952;model;Renegade;?
3208;owner;first;first
4020;owner;first;first
3574;model_year;2017;?
775;mileage;65.0;?
1883;price;130600;?
1080;company;KTM;?
2543;location;delhi;?
1031;power;24.8;8.2
1499;owner;second;first
3295;location;kolkata;?
784;model_year;2017;2018
2713;owner;first;first
1044;location;pune;?
3488;price;161793;?
2899;kms_driven;69787;?
2477;mileage;32.0;?
1752;mileage;50.0;?
3095;model;Himalayan;?
61;mileage;89.0;?
3639;mileage;55.0;?
354;location;mumbai;?
566;company;Royal-Enfield;?
1734;mileage;45.0;?
1520;kms_driven;7200;?
2051;company;Hero;Bajaj
491;model;Avenger;?
2438;mileage;57.0;?
3707;company;Royal-Enfield;Harley-Davidson
3783;model_year;2011;2018
551;model;Xtreme;?
3855;model_year;2014;2013
457;price;25500;?
3705;power;28.0;19.8
2708;kms_driven;7329;?
622;model;Pulsar;?
16;location;delhi;?
2780;kms_driven;9100;?
3721;price;34000;?
2513;power;47.0;?
3419;mileage;35.0;?
2194;company;Bajaj;?
3768;power;16.0;?
1553;price;145000;?
1269;owner;first;first
2847;mileage;65.0;?
3600;power;24.6;?
2852;kms_driven;29900;?
1176;location;rajkot;?
2744;owner;first;first
718;model_year;2015;2016
1899;price;115700;?
897;mileage;20.0;?
1291;model_year;2018;2019
254;model;Thunderbird;?
1027;owner;fourth;first
1054;company;Hero;Suzuki
1156;mileage;75.0;?
1080;price;94000;?
2228;company;Harley-Davidson;?
902;location;faridabad;?
3551;price;115000;?
2502;mileage;35.0;?
3297;company;Royal-Enfield;Royal-Enfield
49;power;19.8;?
1900;mileage;57.0;?
1259;model_year;2014;?
69;price;76775;?
858;model_year;2015;?
2991;power;19.8;?
380;owner;first;first
1082;model;Classic;?
558;owner;first;first
2769;mileage;53.0;?
3801;kms_driven;47518;?
3245;model;Thunderbird;?
2514;company;Yamaha;?
1992;model;Splendor;?
3074;model_year;2013;?
1100;model_year;2017;2017
2340;mileage;35.0;?
826;location;vadodara;?
1258;model;Thunderbird;?
3508;company;Hyosung;?
1544;model;Classic;?
3550;owner;first;first
3992;kms_driven;67000;?
3679;kms_driven;27003;?
3884;power;9.0;?
3509;company;Benelli;Bajaj
2489;price;75000;?
1072;price;93000;?
1366;location;noida;?
2795;model_year;2015;2013
2817;kms_driven;20050;?
368;owner;second;first
2700;model;Thunderbird;?
2904;power;19.0;?
3371;owner;first;first
1697;model;Bullet;?
3257;model;Bullet;?
153;mileage;45.0;?
2698;price;115000;?
2835;mileage;25.0;?
2732;power;19.0;?
3619;owner;first;first
164;model_year;2015;?
1482;model_year;2004;2018
1307;price;30000;?
775;owner;first;first
1421;kms_driven;37000;?
3058;owner;first;first
2934;location;hyderabad;?
2296;model;FZs;?
1906;kms_driven;17500;?
4015;owner;first;first
1046;company;Royal-Enfield;Royal-Enfield
2689;power;43.0;?
616;company;KTM;?
3296;location;gurgaon;?
2700;mileage;40.0;?
1033;kms_driven;9423;?
3131;kms_driven;8903;?
3093;price;38500;?
1656;power;27.2;?
1862;company;Royal-Enfield;?
2173;kms_driven;8800;?
932;location;pune;?
78;price;110000;?
1800;location;mumbai;?
3981;power;8.5;?
1980;kms_driven;60000;?
3292;power;111.0;111.0
2837;power;8.1;?
2331;owner;first;first
1402;company;Royal-Enfield;?
294;company;Bajaj;?
2053;price;78500;?
4037;model_year;2011;2018
3611;company;Royal-Enfield;Harley-Davidson
165;owner;first;first
86;company;Bajaj;?
2878;model;Star;?
760;model;Pulsar;?
199;company;Suzuki;Royal-Enfield
1886;company;Bajaj;?
1586;model;Street;?
2398;mileage;65.0;?
230;mileage;65.0;?
1717;kms_driven;14000;?
2139;price;596562;?
2982;kms_driven;25000;?
1761;price;65000;?
3760;model;Renegade;?
946;company;UM;Harley-Davidson
2963;model;RC;?
1651;power;13.0;?
2211;location;delhi;?
3422;price;52000;?
1983;location;bangalore;?
2754;power;8.2;?
2399;location;vadodara;?
2825;owner;second;first
1726;mileage;20.0;?
2304;kms_driven;24000;?
2791;company;Bajaj;?
964;model;YZF-R15;?
1276;kms_driven;15000;?
3792;kms_driven;8133;?
1510;location;delhi;?
4019;model;Passion;?
41;power;19.8;27.2
3048;mileage;40.0;?
96;mileage;35.0;?
3781;kms_driven;32050;?
380;kms_driven;43000;?
1268;kms_driven;4000;?
1408;location;pune;?
1743;mileage;35.0;?
2222;owner;second;first
3101;location;gurgaon;?
271;price;31000;?
771;location;mumbai;?
339;price;260000;?
1692;owner;second;first
2669;kms_driven;11600;?
1546;model_year;2020;2019
2223;owner;first;first
3977;owner;first;first
1429;model;Hunk;?
726;model;FZs;?
1452;kms_driven;15000;?
1283;owner;second;first
1188;model;Classic;?
3869;model;YZF-R15;?
3422;company;Bajaj;?
1590;mileage;42.0;?
2748;owner;first;first
2536;price;110000;?
789;mileage;52.5;?
3086;owner;second;first
3190;owner;second;first
1197;model_year;2009;?
3554;kms_driven;2000;?
3983;mileage;55.0;?
4086;location;faridabad;?
1794;model;Classic;?
1142;kms_driven;55000;?
1529;model;RC;?
3879;price;22000;?
1375;mileage;40.0;?
356;owner;first;first
508;location;mumbai;?
3549;location;rohtak;?
1267;price;35000;?
2030;owner;first;first
1142;company;Bajaj;Hero
1257;owner;first;first
1220;price;62600;?
1459;model_year;2020;2020
2161;mileage;40.0;?
1788;location;mumbai;?
3908;model_year;2013;?
3580;price;42200;?
3659;owner;first;first
400;model;Karizma;?
872;location;mumbai;?
2790;power;19.0;8.17
333;location;hyderabad;?
3924;power;44.0;?
3500;location;delhi;?
169;location;chandigarh;?
2933;company;Royal-Enfield;Royal-Enfield
3836;mileage;35.0;?
3581;company;Royal-Enfield;Royal-Enfield
3663;kms_driven;74184;?
2677;location;faridabad;?
3880;company;Hero;?
2177;location;noida;?
3523;location;delhi;?
3946;company;Royal-Enfield;Royal-Enfield
1426;mileage;81.0;?
3788;kms_driven;63000;?
3012;company;Royal-Enfield;?
3546;kms_driven;25000;?
1779;owner;first;first
490;owner;second;first
869;company;Suzuki;?
3969;company;Bajaj;Hero
2252;model;Splendor;?
2754;company;Hero;?
3920;power;20.3;19.8
319;model_year;2015;2016
812;price;155000;?
2391;model_year;2010;2020
1003;owner;first;first
767;power;19.8;?
173;location;noida;?
1972;model_year;2016;2021
3683;mileage;32.0;?
2886;power;67.2;?
1834;kms_driven;6336;?
3469;kms_driven;24500;?
1003;power;8.2;?
21;power;24.8;?
2847;model;HF;?
633;power;27.2;?
2704;company;KTM;?
2679;power;14.3;?
3617;owner;first;first
3984;price;45131;?
2980;mileage;39.4;?
744;location;dehradun;?
1070;location;noida;?
1439;location;jaipur;?
803;model;RC;?
2162;owner;third;first
2757;location;delhi;?
3373;power;25.0;25.1
2061;kms_driven;65000;?
1271;company;Bajaj;?
1707;price;42000;?
2326;location;pune;?
2857;owner;first;first
2367;mileage;38.0;?
451;price;68000;?
3345;model;FZ25;?
2386;model;Passion;?
2408;company;Bajaj;?
3241;price;47000;?
1778;owner;second;first
1845;mileage;32.0;?
1514;company;Royal-Enfield;?
4032;location;faridabad;?
1157;price;20000;?
95;company;Royal-Enfield;?
887;kms_driven;45000;?
600;owner;first;first
4044;company;Royal-Enfield;KTM
837;price;95000;?
3655;price;125000;?
3339;model_year;2018;2018
2365;mileage;20.0;?
277;model_year;2016;2012
680;location;delhi;?
2392;mileage;5.0;?
547;location;hyderabad;?
851;power;21.0;8.2
1933;model;Pulsar;?
1925;price;69999;?
2120;kms_driven;11000;?
3391;price;390000;?
2231;model;Avenger;?
3563;power;25.1;?
2832;owner;first;first
491;location;bangalore;?
3096;price;145000;?
812;kms_driven;29000;?
2648;kms_driven;23350;?
3938;power;17.0;?
3463;price;25000;?
2533;power;14.0;?
3960;model_year;2016;?
2926;kms_driven;12000;?
3315;model_year;2017;2018
4062;model_year;2015;?
990;location;gurgaon;?
3802;location;chennai;?
2079;location;patna;?
793;mileage;35.0;?
3698;owner;first;first
767;price;112100;?
3175;mileage;81.0;?
3444;owner;first;first
1760;mileage;35.0;?
1726;power;47.0;?
3998;company;Honda;?
1997;model_year;2019;2019
1577;price;255000;?
3469;company;Bajaj;?
1644;company;Yamaha;Yamaha
3451;model;Thunderbird;?
1317;price;37000;?
2298;model;Ninja;?
2236;company;Harley-Davidson;KTM
2732;kms_driven;39000;?
2092;location;kolkata;?
2756;price;48000;?
3408;price;148000;?
779;mileage;40.0;?
427;kms_driven;29000;?
104;mileage;22.0;?
631;location;ambala;?
2152;power;14.6;?
867;model;Classic;?
604;owner;first;first
3276;mileage;40.0;?
1202;price;100000;?
2778;model;Classic;?
1710;mileage;30.0;?
1322;location;faridabad;?
1440;company;Bajaj;Hero
2048;model_year;2010;2012
1052;owner;first;first
2361;model_year;2016;?
2496;model_year;2015;?
2895;power;10.6;?
3474;model_year;2017;?
3497;location;delhi;?
166;company;Hero;Hero
1676;location;delhi;?
3087;mileage;35.0;?
1917;owner;first;first
1223;price;119500;?
3744;location;delhi;?
2492;owner;first;first
786;power;19.8;?
954;model_year;2018;?
217;location;bangalore;?
2335;power;19.8;19.8
3907;company;UM;Bajaj
3567;model_year;2009;?
3426;model_year;2015;?
1645;model_year;2013;2010
1815;location;delhi;?
3594;model_year;2015;2017
3522;kms_driven;8700;?
79;model;Classic;?
4083;owner;first;first
32;model;RC;?
2761;model_year;2007;2019
33;model;Himalayan;?
3194;mileage;26.0;?
2690;company;Yamaha;?
3752;mileage;25.0;?
3656;power;27.2;?
77;company;Hero;Yamaha
2718;model;Karizma;?
2099;location;gautam buddha nagar;?
1373;owner;first;first
3513;model;Street;?
446;kms_driven;40679;?
2322;model_year;2013;2017
2251;mileage;50.0;?
2735;price;107000;?
3112;location;delhi;?
3013;kms_driven;50000;?
3972;company;Yamaha;?
4089;kms_driven;18446;?
440;kms_driven;67304;?
439;company;Royal-Enfield;Royal-Enfield
3065;model_year;2005;2019
665;kms_driven;5200;?
3167;model_year;2016;2012
3877;price;27000;?
3224;power;19.8;21.0
2565;model;V15;?
4094;location;chennai;?
904;mileage;39.4;?
3141;power;19.8;19.8
2829;price;95000;?
2449;location;surat;?
1121;model_year;2016;2017
2621;location;delhi;?
1918;owner;first;first
3119;model;Classic;?
1701;kms_driven;110000;?
269;price;16000;?
3642;model;Classic;?
3895;kms_driven;81000;?
3856;owner;first;first
3758;price;99000;?
3395;owner;third;first
2666;model_year;2017;2017
2597;location;ghaziabad;?
2483;location;pune;?
754;location;bangalore;?
3990;model_year;2017;2016
2796;owner;first;first
3898;kms_driven;26724;?
2099;model;Splendor;?
3517;company;Harley-Davidson;?
2927;owner;first;first
1249;kms_driven;15000;?
1097;mileage;38.0;?
1844;location;delhi;?
3167;location;bangalore;?
2116;kms_driven;11000;?
1313;owner;first;first
59;owner;first;first
72;company;Hero;?
1661;location;delhi;?
