Age;Gender;Country;state;self_employed;family_history;treatment;work_interfere;no_employees;remote_work;tech_company;benefits;care_options;wellness_program;seek_help;anonymity;leave;mental_health_consequence;phys_health_consequence;coworkers;supervisor;mental_health_interview;phys_health_interview;mental_vs_physical;obs_consequence
27;Male;Switzerland;?;No;Yes;No;?;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Yes;No;Yes;No;No
39;M;United States;CT;No;No;No;?;26-100;Yes;Yes;Yes;No;No;No;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
32;M;United Kingdom;?;No;No;No;?;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;Maybe;Maybe;Don't know;No
28;Female (trans);United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;No;Yes;No;No;Don't know;Somewhat difficult;Yes;Maybe;Some of them;Some of them;No;No;No;Yes
27;Male;United States;IN;No;No;No;?;26-100;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
39;Female;United States;WA;No;No;No;Sometimes;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Yes;No;No;No;No;Yes;Don't know;No
48;Female (cis);United States;CA;No;Yes;No;Often;26-100;No;Yes;Don't know;No;No;No;No;Very difficult;Yes;Yes;No;Some of them;No;No;No;Yes
20;Male;United States;WA;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
33;male;United States;TN;No;Yes;No;?;26-100;No;No;Yes;No;No;No;Yes;Somewhat difficult;No;No;Some of them;Some of them;No;No;Don't know;No
37;Male;Italy;?;No;No;No;Sometimes;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Yes;Yes;Some of them;No;No;No;No;No
23;M;United States;KY;No;Yes;No;?;26-100;Yes;Yes;Yes;Yes;No;Don't know;Yes;Don't know;Maybe;No;No;Some of them;No;No;Don't know;No
41;male;United Kingdom;?;No;No;No;?;26-100;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;Maybe;Maybe;Some of them;Some of them;No;Yes;No;Yes
31;Male;United States;TN;No;No;No;?;26-100;No;Yes;Yes;No;Yes;No;Yes;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;No;No
31;male;United States;CO;No;No;Yes;Never;26-100;No;Yes;Yes;Yes;No;Don't know;Yes;Very easy;Maybe;No;No;No;No;No;Don't know;No
29;Male;United States;TN;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Yes;No
30;Mail;United States;GA;No;No;No;Never;26-100;Yes;Yes;Yes;Yes;Don't know;Don't know;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
35;Male;United States;TN;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;No;No;Maybe;No;No
24;Male;United States;TX;No;No;No;Sometimes;26-100;Yes;Yes;Don't know;No;No;Don't know;Don't know;Somewhat easy;No;No;Some of them;Yes;No;Maybe;No;No
25;Male;United States;TX;No;Yes;Yes;Rarely;26-100;No;No;No;No;No;No;Don't know;Don't know;Yes;Maybe;No;No;No;Maybe;No;No
43;Male;United Kingdom;?;No;Yes;Yes;Rarely;26-100;No;Yes;No;No;No;No;Don't know;Very difficult;Yes;Yes;Some of them;No;No;No;No;Yes
33;Male;United States;OR;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Yes;No;Yes;Don't know;Somewhat easy;No;No;Yes;Yes;No;No;Don't know;No
30;Male;United Kingdom;?;No;No;Yes;Sometimes;26-100;No;Yes;No;No;No;No;Don't know;Somewhat difficult;Yes;Maybe;Some of them;No;No;Maybe;No;No
35;Male;United States;UT;No;Yes;Yes;Rarely;26-100;No;No;Yes;Yes;No;Yes;Yes;Somewhat difficult;Maybe;No;Some of them;Some of them;No;No;No;No
28;Male;United States;CA;No;Yes;Yes;Sometimes;26-100;No;No;Yes;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Yes;No
29;Male;United States;NY;No;No;No;?;26-100;No;Yes;Yes;Yes;Yes;Yes;Don't know;Somewhat easy;No;No;Some of them;Some of them;Maybe;Maybe;Yes;No
39;Male;United States;AZ;No;Yes;Yes;Often;26-100;No;Yes;Yes;Yes;No;No;Yes;Don't know;Yes;No;Some of them;No;No;No;No;No
34;Male;Netherlands;?;No;No;Yes;Rarely;26-100;No;Yes;No;Yes;No;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
24;Male;United Kingdom;?;No;Yes;Yes;Often;26-100;No;No;Don't know;Yes;No;No;No;Somewhat easy;Yes;Maybe;Some of them;Yes;No;Maybe;No;Yes
33;male;Germany;?;No;Yes;Yes;Often;26-100;No;Yes;Don't know;Not sure;Yes;No;Yes;Somewhat easy;No;No;Some of them;Yes;Yes;Yes;Yes;No
35;male;Germany;?;Yes;No;Yes;Sometimes;26-100;Yes;No;Don't know;No;No;No;Don't know;Somewhat difficult;Yes;Maybe;Yes;No;No;Maybe;Don't know;No
28;Male;United Kingdom;?;No;Yes;Yes;Often;26-100;No;Yes;No;No;No;No;Don't know;Somewhat easy;Maybe;Maybe;Yes;Yes;No;No;No;No
34;female;United Kingdom;?;No;Yes;Yes;Often;26-100;Yes;No;Yes;Yes;No;Yes;No;Somewhat easy;Yes;Yes;Some of them;No;No;No;Don't know;No
27;Male;Canada;?;No;No;No;Never;26-100;No;Yes;Yes;Not sure;Yes;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
23;Male;United States;PA;No;Yes;No;Sometimes;26-100;No;Yes;Yes;Not sure;Yes;Yes;Yes;Somewhat easy;No;No;No;No;No;Maybe;Don't know;No
30;Female;United States;IL;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Don't know;Yes;Very easy;No;No;Some of them;No;No;No;Yes;No
20;Male;India;?;No;No;Yes;Sometimes;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;Yes;No;No;No;No;Maybe;Yes;No
26;female;United States;OH;No;No;Yes;Sometimes;26-100;Yes;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;Maybe;Maybe;Don't know;Yes
38;Female;United States;OR;No;Yes;No;Sometimes;26-100;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
30;Male;United States;CA;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;No;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
25;Male;United States;?;No;No;No;Rarely;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Somewhat easy;Yes;No;Some of them;Some of them;No;Yes;Don't know;Yes
19;M;Canada;?;No;No;No;Never;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;No;No
37;Male;United States;IN;No;Yes;No;Sometimes;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;No;No
31;Female;United States;FL;No;Yes;Yes;Often;26-100;No;Yes;No;No;No;No;No;Very difficult;Yes;No;No;No;No;Yes;No;Yes
26;male;Australia;?;No;Yes;Yes;Sometimes;26-100;Yes;Yes;No;No;No;No;Yes;Don't know;No;No;Yes;Yes;No;Maybe;Yes;No
28;female;United States;OH;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Somewhat easy;Yes;No;Some of them;Some of them;No;Maybe;No;No
23;Female;United States;IL;No;Yes;No;Sometimes;26-100;No;No;No;No;No;No;Don't know;Somewhat difficult;Yes;No;No;Some of them;No;Maybe;No;No
48;Male;United States;IN;No;No;No;Never;26-100;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;Maybe;No;Some of them;Yes;No;Maybe;Don't know;No
34;Male;Greece;?;No;No;No;?;26-100;Yes;Yes;No;No;No;No;Don't know;Very difficult;Yes;Maybe;Some of them;No;No;Maybe;No;No
37;female;United States;NJ;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Yes;Maybe;No;No;No;Maybe;Don't know;No
34;female;Canada;?;No;Yes;Yes;Often;26-100;No;No;Don't know;No;Yes;Don't know;Don't know;Somewhat easy;No;No;Some of them;Some of them;No;No;Yes;No
32;Male;United States;IN;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Don't know;Yes;Don't know;No;No;Some of them;Yes;No;Maybe;Don't know;No
50;male;France;?;Yes;No;Yes;Sometimes;26-100;Yes;Yes;No;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Yes;No;No;Don't know;No
26;male;Australia;?;No;Yes;Yes;Rarely;26-100;No;Yes;No;No;Don't know;Don't know;Don't know;Very easy;No;No;Yes;Yes;Maybe;Yes;Yes;No
24;Male;Canada;?;No;No;No;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Yes;Don't know;Maybe;No;No;No;No;Maybe;Don't know;Yes
45;female;United States;MI;No;No;Yes;Rarely;26-100;No;No;Don't know;No;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;No;Maybe;Don't know;No
20;female;United States;NY;No;No;Yes;Sometimes;26-100;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;Maybe;Maybe;Don't know;No
42;F;United States;WA;No;Yes;Yes;Sometimes;26-100;No;No;Yes;Yes;No;No;Don't know;Don't know;Yes;No;Some of them;Some of them;No;Yes;No;No
32;male;United Kingdom;?;No;No;No;?;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;Yes
27;M;New Zealand;?;No;No;No;Rarely;26-100;No;Yes;No;Yes;No;Yes;No;Somewhat difficult;Yes;No;No;No;No;Maybe;No;Yes
27;M;New Zealand;?;No;No;No;Rarely;26-100;No;Yes;No;Yes;No;Yes;No;Somewhat difficult;Yes;No;No;No;No;Maybe;No;Yes
25;Male;United Kingdom;?;No;Yes;Yes;Sometimes;26-100;Yes;Yes;No;No;No;No;Yes;Very easy;No;No;Some of them;Yes;No;Maybe;Yes;No
26;Male;Moldova;?;No;No;Yes;Often;26-100;No;Yes;No;Yes;No;No;Yes;Very difficult;No;No;Yes;Yes;Yes;Yes;Don't know;No
26;F;United States;NY;No;Yes;No;Sometimes;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;No
34;Female;United Kingdom;?;No;Yes;No;Rarely;26-100;No;No;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
39;Male;United States;TN;No;Yes;Yes;Often;26-100;No;No;Don't know;Not sure;No;No;Don't know;Somewhat easy;Yes;No;Some of them;Some of them;No;Maybe;Don't know;No
29;M;United States;NC;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Don't know;Don't know;Yes;No;Some of them;Some of them;No;Maybe;Don't know;No
31;Male;India;?;No;No;No;?;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Yes;Yes;No;No;No;No;Don't know;No
29;Male;United States;IL;No;Yes;Yes;Sometimes;26-100;No;No;Yes;Yes;Yes;Yes;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
40;F;United States;MN;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;Yes;Yes;Somewhat easy;No;No;Yes;Yes;No;Maybe;Yes;Yes
20;Male;Georgia;?;No;No;No;Rarely;26-100;No;No;No;No;No;No;Don't know;Very difficult;Yes;Yes;Some of them;No;No;Maybe;No;No
29;Male;United States;OH;No;No;No;Never;26-100;No;Yes;No;No;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;Yes;No;Yes
25;female;Bulgaria;UT;No;No;Yes;Sometimes;26-100;Yes;Yes;No;No;No;No;Don't know;Don't know;Maybe;Maybe;Yes;Some of them;Maybe;No;No;No
32;Woman;United States;NY;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Yes;Don't know;Maybe;Maybe;Some of them;No;No;No;No;No
38;Male;United States;AL;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
31;Female;Belgium;?;No;No;No;?;26-100;No;Yes;Don't know;Not sure;No;No;Yes;Very easy;Maybe;No;Some of them;Some of them;No;No;Don't know;No
37;Male;United Kingdom;?;No;No;No;Never;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Somewhat easy;No;No;Some of them;Yes;No;Yes;Don't know;No
38;male;Italy;?;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;Don't know;Don't know;Yes;Don't know;No;No;Some of them;Yes;Yes;Maybe;No;No
27;male;Germany;?;No;No;No;?;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;No;No;Some of them;Yes;Yes;Yes;Don't know;No
32;Male;United States;TX;No;No;Yes;Often;26-100;Yes;Yes;Yes;Not sure;No;Don't know;Don't know;Very difficult;Yes;Maybe;Some of them;No;No;No;Don't know;No
34;Male;United Kingdom;?;No;Yes;No;Often;26-100;Yes;No;Don't know;Not sure;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Yes;Maybe;Yes;Yes;No
29;male;Singapore;?;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat difficult;Maybe;No;No;No;No;Maybe;No;No
33;Male;United States;FL;No;No;Yes;Often;26-100;Yes;Yes;Yes;Yes;No;No;Yes;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
42;male;Ireland;?;No;No;No;Never;26-100;No;Yes;No;Yes;No;No;No;Somewhat difficult;Yes;Yes;Some of them;Some of them;No;No;No;No
46;Male;United States;CA;No;Yes;Yes;Often;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;No;No;No
23;Male ;United Kingdom;?;No;No;No;Never;26-100;No;Yes;Don't know;No;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;Yes;Yes
23;female;Ireland;?;No;No;Yes;Rarely;26-100;No;Yes;No;Yes;Yes;No;Don't know;Don't know;No;No;Yes;Some of them;No;Maybe;Don't know;No
25;Male;United States;MN;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Yes;No;No;Don't know;Somewhat easy;Yes;No;Some of them;Some of them;No;Maybe;Don't know;No
23;Male;Canada;?;No;No;Yes;Often;26-100;No;Yes;Yes;Yes;Yes;Don't know;Don't know;Don't know;Maybe;No;Yes;Some of them;No;No;Don't know;No
28;male;Ireland;?;No;No;No;Sometimes;26-100;No;Yes;No;Yes;No;No;Yes;Don't know;Yes;Maybe;No;No;No;No;No;Yes
28;Male;Ireland;?;No;No;Yes;Rarely;26-100;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;Maybe;Don't know;No
41;Female;United States;WA;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;No;No;Don't know;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
30;M;United States;CA;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Don't know;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
30;Male;United States;CA;Yes;Yes;Yes;Often;26-100;No;Yes;Yes;Not sure;Yes;Yes;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
26;male;United Kingdom;?;No;No;Yes;?;26-100;No;Yes;No;No;No;No;Don't know;Somewhat easy;No;No;Some of them;Some of them;No;No;Don't know;No
32;Male;United States;IL;No;Yes;Yes;Often;26-100;Yes;Yes;Yes;Yes;No;No;Yes;Somewhat difficult;No;No;Some of them;Yes;No;No;Yes;No
25;Male;United States;IL;No;Yes;Yes;Sometimes;26-100;No;No;Yes;Yes;No;No;Yes;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
36;Male;United States;CT;?;Yes;No;Never;500-1000;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Yes;Yes;No;No;Don't know;No
30;male;United Kingdom;?;No;Yes;Yes;Sometimes;500-1000;Yes;Yes;Don't know;No;No;No;Yes;Somewhat easy;Maybe;No;Some of them;Yes;No;Yes;Don't know;No
34;female;United States;OR;No;Yes;Yes;Rarely;500-1000;Yes;Yes;Yes;Not sure;No;Don't know;Don't know;Don't know;Yes;Maybe;Some of them;Some of them;No;No;Don't know;No
32;M;United States;IL;No;No;No;?;500-1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;No;No;Don't know;No
31;Male;United States;NY;No;No;No;Never;500-1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No
22;Male;United States;NY;No;No;Yes;Sometimes;500-1000;No;Yes;Yes;Yes;No;Don't know;Yes;Don't know;Yes;No;No;No;No;Yes;No;No
27;Male;United States;WA;No;Yes;No;Never;500-1000;No;Yes;Yes;No;Yes;Yes;Yes;Don't know;Yes;No;Some of them;No;No;Yes;Don't know;No
25;F;United States;NY;No;Yes;Yes;Sometimes;500-1000;No;Yes;Yes;No;No;No;Don't know;Don't know;Yes;Yes;Some of them;Some of them;No;No;Don't know;No
37;male;United States;MA;No;No;No;?;500-1000;Yes;Yes;Yes;No;No;No;Don't know;Don't know;Yes;No;Some of them;No;Maybe;Yes;No;No
35;Female;United States;NY;No;No;No;Never;500-1000;Yes;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;No;No;No;Don't know;No
34;female;United States;MN;No;No;Yes;Sometimes;500-1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;No;Some of them;Yes;No;No;Yes;No
29;F;United States;NY;No;No;Yes;Never;500-1000;No;No;Yes;No;No;Don't know;Don't know;Somewhat difficult;Maybe;No;Some of them;No;No;No;Don't know;No
41;Male;United States;TX;No;No;Yes;Rarely;500-1000;Yes;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;No;Maybe;Maybe;No;No
29;f;United States;NY;No;Yes;Yes;Rarely;500-1000;Yes;No;Yes;Yes;Yes;Don't know;Yes;Don't know;Maybe;No;Some of them;No;Maybe;Yes;Don't know;No
24;Female;United States;CA;No;No;No;?;500-1000;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;No;No;Maybe;No;No
32;Male;United States;OR;No;No;No;Never;500-1000;No;Yes;Yes;Not sure;Don't know;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
31;Male;United States;CA;No;No;Yes;Sometimes;500-1000;No;No;No;Yes;No;Don't know;Yes;Don't know;No;No;Some of them;No;No;No;No;No
41;Male;Canada;?;No;No;Yes;Never;500-1000;No;Yes;Yes;Not sure;No;Don't know;Don't know;Somewhat easy;No;No;Some of them;Some of them;No;No;Don't know;No
42;Male;New Zealand;?;No;No;No;Never;500-1000;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Don't know;No
24;female;United States;TX;No;Yes;No;?;500-1000;No;No;No;No;No;No;No;Very difficult;Yes;Maybe;No;No;No;Maybe;No;Yes
30;female;Spain;?;No;Yes;No;?;500-1000;No;Yes;No;No;No;No;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
37;M;United States;OR;No;No;No;?;500-1000;No;Yes;Yes;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
33;Female ;United States;CA;No;No;No;Never;500-1000;No;Yes;Yes;Not sure;Yes;Yes;Don't know;Very easy;Maybe;No;Some of them;Yes;No;No;Yes;No
18;male;Finland;?;No;No;No;?;500-1000;Yes;No;Don't know;No;No;Don't know;Don't know;Very easy;Yes;No;No;No;No;Maybe;Don't know;No
33;Female;United States;NY;No;No;Yes;Sometimes;500-1000;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Very easy;No;No;Some of them;Some of them;No;No;Don't know;No
46;Male;United States;OH;No;No;Yes;Rarely;500-1000;Yes;Yes;Yes;Not sure;Yes;Yes;Yes;Don't know;No;No;Some of them;Yes;No;Maybe;Yes;No
41;Female;United States;?;No;Yes;Yes;Rarely;500-1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;Maybe;Maybe;Some of them;Some of them;No;No;Yes;No
22;Female;United States;CA;No;Yes;Yes;Sometimes;500-1000;No;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;No;No;No;Yes
25;Woman;United States;CA;No;Yes;No;?;500-1000;No;No;Don't know;Not sure;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;No
39;Male;United States;OR;No;No;Yes;Sometimes;500-1000;No;Yes;Yes;Not sure;Yes;Don't know;Yes;Don't know;Yes;Maybe;Yes;Yes;No;Maybe;Don't know;No
27;Female;United States;NY;No;No;No;Sometimes;500-1000;No;Yes;Don't know;Not sure;Don't know;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;No;Yes;No
43;Male;United States;WA;No;No;No;?;500-1000;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Yes;Yes;No;No;Yes;No
28;Female;United States;CA;No;Yes;Yes;Rarely;500-1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Somewhat difficult;Maybe;No;No;Some of them;No;No;No;No
34;Female;Australia;?;No;Yes;No;Never;500-1000;No;No;Don't know;No;Yes;Yes;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;Yes
32;M;United States;WA;No;No;Yes;Never;500-1000;No;No;Yes;Not sure;Yes;Yes;Don't know;Very easy;Maybe;No;No;No;No;No;Yes;No
31;male;France;?;No;No;No;?;500-1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;No;No;No;Yes;No
25;Male;Germany;?;No;No;No;?;500-1000;No;Yes;Yes;Yes;Don't know;Yes;Yes;Somewhat easy;Maybe;Maybe;Some of them;Yes;Yes;Yes;Yes;No
39;male;United Kingdom;?;No;No;Yes;Sometimes;500-1000;No;No;Don't know;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
39;Male;United States;FL;No;Yes;Yes;Sometimes;500-1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very difficult;Maybe;No;Some of them;Yes;No;No;Don't know;No
44;Male;United Kingdom;?;No;Yes;Yes;Sometimes;500-1000;No;No;Don't know;No;No;No;Don't know;Somewhat difficult;Maybe;No;Some of them;Yes;No;Maybe;No;Yes
37;Male;United States;OK;No;Yes;No;?;500-1000;No;No;Yes;Yes;No;No;Yes;Very easy;Maybe;No;No;No;No;No;No;No
37;Male;United States;TN;No;No;No;Never;500-1000;Yes;Yes;Yes;No;Yes;Don't know;Don't know;Don't know;Maybe;No;Some of them;Yes;No;No;Yes;Yes
41;M;United States;DC;No;Yes;No;Never;500-1000;Yes;No;Don't know;No;No;No;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;No
38;m;United Kingdom;?;No;Yes;No;?;500-1000;No;No;Yes;Yes;Yes;Yes;Don't know;Somewhat easy;No;No;Some of them;Yes;No;Maybe;No;No
40;M;United States;TN;No;Yes;Yes;Often;500-1000;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;Yes;Don't know;No
36;Male;United States;TN;No;No;Yes;Rarely;500-1000;Yes;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Maybe;No;No;No;No;Maybe;Don't know;No
33;Male;United States;MO;No;Yes;No;?;500-1000;No;Yes;Yes;No;Don't know;Don't know;Don't know;Very easy;No;No;Yes;Yes;Yes;Yes;Yes;No
43;M;United States;?;No;Yes;No;Sometimes;500-1000;No;No;Yes;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;No;Some of them;No;Maybe;No;No
31;F;United States;AZ;No;Yes;Yes;Sometimes;500-1000;No;Yes;Yes;Yes;No;Don't know;Yes;Somewhat easy;Maybe;No;Some of them;Yes;No;No;Yes;No
26;male;Germany;?;No;No;No;?;500-1000;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;Maybe;Maybe;Don't know;No
27;Male;France;?;No;Yes;No;?;500-1000;No;No;Yes;Yes;Don't know;No;Yes;Somewhat easy;Maybe;Maybe;No;Some of them;No;Maybe;Don't know;Yes
39;Female;United Kingdom;?;No;Yes;No;Rarely;500-1000;Yes;Yes;Don't know;Not sure;No;No;Don't know;Somewhat difficult;Yes;Yes;No;No;No;No;No;Yes
32;Male;United Kingdom;?;No;No;No;Rarely;500-1000;No;Yes;No;No;No;No;Don't know;Don't know;Yes;No;No;No;No;No;Don't know;No
34;Male;United Kingdom;?;No;No;No;Never;500-1000;No;Yes;Don't know;No;No;Don't know;Don't know;Very easy;Maybe;No;Yes;Yes;No;No;Yes;No
30;Female;United States;GA;No;Yes;Yes;Sometimes;500-1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;No;Yes
39;Male;United States;WA;No;Yes;Yes;Sometimes;500-1000;No;Yes;Yes;Yes;No;Don't know;Yes;Very easy;No;No;Some of them;Yes;No;No;Yes;No
43;Male;United States;NY;No;No;No;Never;500-1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Yes;Some of them;No;No;Yes;No
72;Female;United States;IN;No;Yes;Yes;Never;500-1000;Yes;No;Yes;Not sure;Don't know;Yes;Don't know;Somewhat easy;Maybe;Maybe;Some of them;Yes;No;No;Don't know;Yes
34;female;Ireland;?;No;No;Yes;Sometimes;500-1000;No;No;Yes;Yes;Yes;No;Yes;Don't know;Yes;Yes;Some of them;Some of them;No;No;Yes;No
30;male;Netherlands;?;No;No;No;Sometimes;500-1000;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Yes;Yes;Maybe;Yes;Don't know;No
44;M;United States;IN;?;No;No;Rarely;More than 1000;No;No;Don't know;No;Don't know;Don't know;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;No
41;Male;United States;IA;No;No;Yes;Never;More than 1000;No;No;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;Yes;Don't know;No
35;male;United States;TN;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;No;Don't know;No;Very easy;Yes;No;Some of them;Yes;No;Yes;No;No
35;M;United States;TX;No;No;Yes;Rarely;More than 1000;Yes;Yes;Yes;Yes;No;Yes;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
35;Male;United States;MI;No;No;No;?;More than 1000;Yes;Yes;Yes;Not sure;Don't know;Yes;Don't know;Somewhat difficult;Yes;Yes;Some of them;No;No;Maybe;Don't know;No
44;Male;United States;IA;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;No;No;Don't know;Don't know;Don't know;Yes;Maybe;Some of them;No;No;Maybe;Don't know;Yes
40;Male;United States;CA;No;Yes;No;Sometimes;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;Yes;Maybe;Some of them;No;No;No;No;Yes
